nombre;;;
SHELL HELIX ULTRA 0W20;;;
SHELL HELIX ULTRA 5W40;;;
SHELL HELIX ULTRA 5W30;;;
SHELL HELIX HX8 5W30;;;
SHELL HELIX HX7 10W30;;;
SHELL HELIX HX7 10W40;;;
SHELL HELIX HX7 HM 5W30;;;
SHELL HELIX HX5 20W50 (SL/ CFA2);;;
SHELL HELIX HX5 HM 10W30;;;
SHELL HELIX HX5 10W40;;;
SHELL HELIX HX5 10W40 ;;;
SHELL HELIX HX5 10W30;;;
SHELL HELIX HX5 G 15W40;;;
SHELL HELIX HX5G GAS 20W50;;;
SHELL HELIX HX3K 25W60;;;
SHELL HELIX HX3 40;;;
SHELL HELIX HX3 50;;;
SHELL ADVANCE S2;;;
SHELL ADVANCE SX4 20W50;;;
SHELL RIMULA R2 40;;;
SHELL RIMULA R2 50;;;
SHELL RIMULA R2 MULT 25W50;;;
SHELL RIMULA R3 X 15W40;;;
SHELL RIMULA R4 X 15W40;;;
SHELL RIMULA R5 E 10W40;;;
SHELL RIMULA R6 LM 10W40;;;
SHELL SPIRAX S2 ATF D2;;;
SHELL SPIRAX S3 AT MD3;;;
SHELL SPIRAX S2 A 80W90;;;
SHELL SPIRAX S2 A 85W140;;;
SHELL SPIRAX S2 A 90;;;
SHELL SPIRAX S2 A 140;;;
SHELL RIMULA R2 40 CF;;;
SHELL RIMULA R2 50 CF;;;
SHELL RIMULA R2 MULTI 25W50 CF 4;;;
SHELL RIMULA R3 TURBO 15W40;;;
SHELL RIMULA R4X 15W40 CI 4;;;
SHELL RIMULA R4L 15W40 CK 4;;;
SHELL RIMULA R5 E 10W40;;;
SHELL SPIRAX S2 ATF D2;;;
SHELL SPIRAX S4 CX 10W;;;
SHELL SPIRAX S4 TXM (10W-30);;;
SHELL SPIRAX S4 CX 30;;;
SHELL SPIRAX S4 CX 50;;;
SHELL SPIRAX S1 G 90 GL1;;;
SHELL SPIRAX S1 G 140 GL1;;;
SHELL SPIRAX S2 A 80W90 GL5;;;
SHELL SPIRAX S2 A 85W140 GL5;;;
SHELL SPIRAX S2 A 90 GL5;;;
SHELL SPIRAX S2 A 140 GL5;;;
SHELL SPIRAX S3 G 80W GL4;;;
SHELL TELLUS S2 MX 46;;;
SHELL TELLUS S2 MX 68;;;
SHELL TELLUS S2 MX 100;;;
SHELL GADUS S2 V220 2 ( ALVANIA EP-2);;;
SHELL OMALA S2 GX 68;;;
SHELL OMALA S2 GX 100;;;
SHELL OMALA S2 GX 150;;;
SHELL OMALA S2 GX 220;;;
SHELL OMALA S2 GX 320;;;
SHELL OMALA S2 GX 460;;;
SHELL OMALA S2 GX 680;;;
SHELL AIR TOOL OIL S2 A 100;;;
REFRIGERANTE 3 M 33%;;;
SHELL TONA S3 M 68;;;
SHELL HYDRAULIC S1 M 68;;;
SHELL CORENA S3 R 46;;;
SHELL SPIRAX S3 ATF MD3;;;
REFRIGERANTE PRIMAX COOLANT 50/50;;;
SHELL QS ADV DURABILITY 20W50;;;
SHELL QS DEFY 10W40;;;
SHELL QS DEFY 10W30;;;
SHELL QS ULT DURABILITY 5W3;;;
SHELL QS HD 40 SN;;;
MOBIL ATF 220 AUTOMATICO;;;
MOBIL ATF MULTIPUP DEX III;;;
MOBIL DELVAC TURBO 25W60;;;
MOBIL HD 80W90;;;
MOBIL HD 85W140;;;
MOBIL HD  85W140;;;
MOBILUBE GX 80W90 GL4;;;
MOBIL DELVAC 1450;;;
MOBIL DELVAC 1440;;;
MOBIL DELVAC MX 15W40 CK4;;;
MOBIL DELVAC TURBO 25W50;;;
MOBIL DELVAC MX 15W40  CI4;;;
MOBIL DELVAC MX 15W40 CI4;;;
MOBIL DELVAC MODERN 10W40 ADV PROT;;;
MOBIL HD 40;;;
MOBIL HD 50;;;
MOBIL SUPER MULTIGRADO L 20W50;;;
MOBIL SUPER MULTIGRADO L 10W30;;;
MOBIL SUPER 2000 X2 5W30 SEMISENTITETICO;;;
MOBIL SUPER 2000 10W30 SEMISENTITETICO;;;
MOBIL SUPER 2000 X2 10W40 SEMISENTITETICO;;;
MOBILSPECIAL 25W50;;;
MOBILSPECIAL 25W60;;;
MOBILSPECIAL 20W50;;;
MOBILSPECIAL 10W30;;;
MOBIL 1 5W40;;;
MOBIL 1 0W40;;;
MOBIL 1 5W30;;;
MOBIL 1 5W50;;;
MOBIL 5000 5W30;;;
MOBIL SUPER GAS 10W30;;;
MOBIL SUPER GAS 20W50;;;
MOBIL SUPER GAS 5W30;;;
MOBIL SUPER 3000 XE 5W30 SUPER SINTETICO;;;
MOBIL SUPER 3000 5W30 SUPER 100%  SINTETICO  ;;;
MOBIL SUPER 4T 3R 20W50;;;
MOBIL SUPER 4T 20W50;;;
MOBIL SUPER 4T 25W50;;;
MOBIL 15W40 4T ;;;
HONDA 20W50;;;
HONDA 4T 10W30 SEMI;;;
MOBIL DT 25;;;
MOBIL DT 26 ;;;
MOBIL FLUID 424;;;
CASTROL VECTON 15W40 CK4/E9;;;
CASTROL VECTON LD CK4/E9 15W40;;;
CASTROL VECTON CI 4 15W40;;;
CASTROL CRB TURBOMAX CI4 15W40;;;
CASTROL CRB VISCUS 25W60;;;
CASTROL MAGNATEC 5W30 C3 FULL SINTETICO;;;
CASTROL MAGNATEC 5W30 A5 FULL SINTETICO;;;
CASTROL MAGNATEC 5W30 C3 MINERAL IMPORTADO;;;
CASTROL MAGNATEC 20W50;;;
CASTROL MAGNATEC 10W40;;;
CASTROL MAGNATEC 10W30;;;
CASTROL GTX 20W50;;;
CASTROL GTX 10W30;;;
CASTROL GTX GAS 20W50;;;
CASTROL GTX ALTO KM;;;
CASTROL NUEVO HD 40;;;
CASTROL NUEVO HD 50;;;
CASTROL ACTEVO 4T 20W50;;;
CASTROL 2T 100X160 ML;;;
CASTROL GO4T 25W60;;;
CASTROL AXLE 80W90;;;
CASTROL AXLE 85W140;;;
CASTROL AXLE LIMITED SLIP 85W140;;;
CASTROL TRANSMAX DEX/MER ATF MERCON III;;;
CASTROL TRANSMAX IMPORT MULTI VEH MERCON III-V;;;
CASTROL TRANSMAX IMPORT MULTI VEH MERCON VI;;;
CASTROL TRANSMAX SYNTHETIC MV;;;
CASTROL TRANSMAX CVT FULL SINTETICO;;;
CASTROL TRANSMAX CVT MINERAL;;;
CASTROL TRANSMAX UNI LL 75W90;;;
CASTROL EDGE TURBO DIESEL 5W40;;;
CASTROL EDGE TURBO DIESEL 5W40;;;
CASTROL EDGE ADV FULL GASOLINERO 5W40;;;
CASTROL EDGE 0W20;;;
CASTROL EDGE 0W30;;;
CASTROL EDGE 5W40;;;
CASTROL EDGE 5W30;;;
CASTROL EDGE TITANIUM 5W30 LL;;;
CASTROL GTX ULTRACLEAN 5W30;;;
CASTROL ENGINE SHAMPOO ;;;
CASTROL HYSPIN AWS 68;;;
REFRIGERANTE MAX COOL 33%;;;
REFRIGERANTE MAX COOL 50%;;;
CASTROL AXLE LIMITED SLIP 80W90;;;
CAM2 GEAR 80W90 GL5;;;
CAM2 GEAR 85W140 GL5;;;
CAM2 GEAR LUBRICANT 85W140 GL5;;;
CAM2 GEAR LUBRICANT 80W90 GL5;;;
CAM2 MAGMUN MOTOR OIL 40 SF;;;
CAM2 MAGMUN MOTOR OIL 50 SF;;;
CAM2 MAGNUN MGT TITANIUM FORCE 20W50 SN;;;
CAM2 MAGNUM HIGH KILOMETRAJE 25W60 SG;;;
CAM2 FORCE PRO SYNTHETIC BLENG SP 10W30 SN;;;
CAM2 FORCE FULL SYNTHETIC SYNAVEX SAE 5W30;;;
CAM2 TURBO POWRE 25W60 XV CF-4;;;
CAM2 TURBO SUPER HD TITANIUM FORCE 15W40 CI-4;;;
CAM2 SUPER XHD PREMIUM SYNBLEND 15W40 CK-4;;;
CAM2 TURBO PLUS SAE 15W40 CF-4;;;
CAM2 TURBO PLUS SAE 25W-50 CF-4;;;
CAM2 TURBO VIS SAE 25W70 CF-4;;;
CAM2 GL-1 90;;;
CAM2 GL-1 140;;;
CAM2 GL-1 250;;;
CAM2 HYDROFLUID AW ISO 68;;;
CAM2 HYDRATRACTOR HTF FLUID SAE 10W30;;;
CAM2 RACE 2 NLG2;;;
CAM2 RACE 3 NLG3;;;
CAM2 MP RED GREASE NLG 3 LD;;;
CAM2 MP RED GREASE NLGI 3;;;
CAM2 GOLDEN;;;
CAM2 RODACAM HD GREASE 3;;;
CAM2 LITHIUM MULTIPURPOSE GREASE EP-2;;;
CAM2 MP BLUE GREASE EP2 ;;;
CAM2 MP BLUE GREASE EP2;;;
CAM2 MP RED GREASE NLG 3;;;
CAM2 REFRIGERANTE 50/50;;;
CAM2 MPT TORQUE FLUIT TO-4 SAE 30;;;
CAM2 MPT TORQUE FLUIT TO-4 SAE 50;;;
CAM2 MPT TORQUE FLUIT TO-4 SAE 10W;;;
CHEVRON URSA SUPER PLUS CK-4 15W40;;;
CHEVRON URSA PREMIUM TDX 15W40;;;
CHEVRON DELO 400 MGX CK-4 15W40;;;
CHEVRON DELO 400 MGX CJ-4 15W40;;;
CHEVRON DELO GOLD ULTRA MAX CI-4 15W40;;;
CHEVRON URSA PRENIUM TDX 15W40 CI-4;;;
CHEVRON DELO 400 MGX 15W40;;;
CHEVRON SUPREME 20W50;;;
CHEVROM SUPREME 10W30;;;
CHEVROM SUPREME 10W40;;;
CHEVROM HAVOLINE FULL SY 5W30;;;
CHEVRON HAVOLINE GLOBAL MV ATF;;;
